Aikajakso 01.01.2016 - 31.12.2016,Sähkönkulutus mitattu kWh,Päiväsähkönkulutus (klo 07-22) mitattu kWh,Yösähkönkulutus (klo 22-07) mitattu kWh,Lämpötila °C,"Pörssisähkön hinta, sis. alv snt/kWh",
ke 02.03.2016 22:00 - 23:00,3.880,0.000,3.880,-7.60,2.55,
ke 02.03.2016 23:00 - 00:00,4.984,0.000,4.984,-7.30,2.46,
to 03.03.2016 00:00 - 01:00,5.151,0.000,5.151,-6.80,2.40,
to 03.03.2016 01:00 - 02:00,4.259,0.000,4.259,-7.70,2.42,
to 03.03.2016 02:00 - 03:00,1.191,0.000,1.191,-8.40,2.37,
to 03.03.2016 03:00 - 04:00,1.216,0.000,1.216,-8.60,2.30,
to 03.03.2016 04:00 - 05:00,1.137,0.000,1.137,-8.70,2.24,
to 03.03.2016 05:00 - 06:00,2.445,0.000,2.445,-9.40,2.36,
to 03.03.2016 06:00 - 07:00,2.345,0.000,2.345,-10.10,3.55,
to 03.03.2016 07:00 - 08:00,2.565,2.565,0.000,-10.80,4.02,
to 03.03.2016 08:00 - 09:00,1.794,1.794,0.000,-10.20,4.46,
to 03.03.2016 09:00 - 10:00,2.120,2.120,0.000,-9.00,5.01,
to 03.03.2016 10:00 - 11:00,2.448,2.448,0.000,-8.00,5.28,
to 03.03.2016 11:00 - 12:00,3.917,3.917,0.000,-7.30,5.28,
to 03.03.2016 12:00 - 13:00,2.939,2.939,0.000,-4.90,5.33,
to 03.03.2016 13:00 - 14:00,3.014,3.014,0.000,-4.50,5.28,
to 03.03.2016 14:00 - 15:00,2.705,2.705,0.000,-4.30,4.03,
to 03.03.2016 15:00 - 16:00,3.234,3.234,0.000,-4.10,3.78,
to 03.03.2016 16:00 - 17:00,1.704,1.704,0.000,-4.20,4.02,
to 03.03.2016 17:00 - 18:00,2.883,2.883,0.000,-4.70,4.02,
to 03.03.2016 18:00 - 19:00,3.533,3.533,0.000,-5.30,5.35,
to 03.03.2016 19:00 - 20:00,2.095,2.095,0.000,-7.00,5.28,
to 03.03.2016 20:00 - 21:00,0.746,0.746,0.000,-7.10,4.03,
to 03.03.2016 21:00 - 22:00,1.723,1.723,0.000,-6.50,2.78,
to 03.03.2016 22:00 - 23:00,3.537,0.000,3.537,-6.00,2.83,
to 03.03.2016 23:00 - 00:00,5.511,0.000,5.511,-5.80,2.55,
pe 04.03.2016 00:00 - 01:00,5.565,0.000,5.565,-6.20,2.45,
pe 04.03.2016 01:00 - 02:00,4.919,0.000,4.919,-6.90,2.47,
pe 04.03.2016 02:00 - 03:00,4.915,0.000,4.915,-7.50,2.42,
pe 04.03.2016 03:00 - 04:00,3.982,0.000,3.982,-7.60,2.39,
pe 04.03.2016 04:00 - 05:00,2.306,0.000,2.306,-7.30,2.37,
pe 04.03.2016 05:00 - 06:00,3.509,0.000,3.509,-7.00,2.37,
pe 04.03.2016 06:00 - 07:00,4.832,0.000,4.832,-6.60,3.81,
pe 04.03.2016 07:00 - 08:00,2.200,2.200,0.000,-6.40,4.02,
pe 04.03.2016 08:00 - 09:00,1.738,1.738,0.000,-6.50,4.88,
pe 04.03.2016 09:00 - 10:00,1.557,1.557,0.000,-6.30,5.50,
pe 04.03.2016 10:00 - 11:00,2.138,2.138,0.000,-5.80,5.59,
pe 04.03.2016 11:00 - 12:00,2.738,2.738,0.000,-5.20,4.35,
pe 04.03.2016 12:00 - 13:00,2.487,2.487,0.000,-4.70,4.38,
pe 04.03.2016 13:00 - 14:00,1.675,1.675,0.000,-4.30,4.51,
pe 04.03.2016 14:00 - 15:00,1.700,1.700,0.000,-3.70,4.58,
pe 04.03.2016 15:00 - 16:00,1.634,1.634,0.000,-3.70,3.98,
pe 04.03.2016 16:00 - 17:00,2.171,2.171,0.000,-3.40,4.02,
pe 04.03.2016 17:00 - 18:00,2.634,2.634,0.000,-3.30,4.03,
pe 04.03.2016 18:00 - 19:00,2.380,2.380,0.000,-3.40,5.69,
pe 04.03.2016 19:00 - 20:00,1.616,1.616,0.000,-3.50,5.72,
pe 04.03.2016 20:00 - 21:00,1.620,1.620,0.000,-3.60,3.85,
pe 04.03.2016 21:00 - 22:00,1.365,1.365,0.000,-3.60,2.85,
pe 04.03.2016 22:00 - 23:00,3.101,0.000,3.101,-3.30,2.94,
pe 04.03.2016 23:00 - 00:00,5.045,0.000,5.045,-3.30,2.50,
la 05.03.2016 00:00 - 01:00,2.268,0.000,2.268,-3.30,2.45,
la 05.03.2016 01:00 - 02:00,1.026,0.000,1.026,-3.00,2.44,
la 05.03.2016 02:00 - 03:00,1.031,0.000,1.031,-2.70,2.38,
la 05.03.2016 03:00 - 04:00,1.155,0.000,1.155,-2.70,2.36,
la 05.03.2016 04:00 - 05:00,1.209,0.000,1.209,-2.70,2.35,
la 05.03.2016 05:00 - 06:00,1.410,0.000,1.410,-2.90,2.34,
la 05.03.2016 06:00 - 07:00,2.002,0.000,2.002,-3.00,2.36,
la 05.03.2016 07:00 - 08:00,1.858,1.858,0.000,-3.00,2.37,
la 05.03.2016 08:00 - 09:00,1.388,1.388,0.000,-3.00,2.46,
la 05.03.2016 09:00 - 10:00,2.821,2.821,0.000,-2.80,2.52,
la 05.03.2016 10:00 - 11:00,1.880,1.880,0.000,-2.50,2.59,
la 05.03.2016 11:00 - 12:00,1.918,1.918,0.000,-2.20,2.61,
la 05.03.2016 12:00 - 13:00,2.477,2.477,0.000,-1.80,2.60,
la 05.03.2016 13:00 - 14:00,2.087,2.087,0.000,-1.60,2.58,
la 05.03.2016 14:00 - 15:00,1.309,1.309,0.000,-1.20,2.51,
la 05.03.2016 15:00 - 16:00,2.525,2.525,0.000,-1.10,2.47,
la 05.03.2016 16:00 - 17:00,2.089,2.089,0.000,-1.10,2.47,
la 05.03.2016 17:00 - 18:00,1.481,1.481,0.000,-1.50,2.55,
la 05.03.2016 18:00 - 19:00,2.416,2.416,0.000,-1.80,3.73,
la 05.03.2016 19:00 - 20:00,3.647,3.647,0.000,-2.00,3.41,
la 05.03.2016 20:00 - 21:00,2.279,2.279,0.000,-2.10,2.86,
la 05.03.2016 21:00 - 22:00,1.427,1.427,0.000,-2.30,2.56,
la 05.03.2016 22:00 - 23:00,2.954,0.000,2.954,-2.40,2.72,
la 05.03.2016 23:00 - 00:00,4.098,0.000,4.098,-2.60,2.63,
su 06.03.2016 00:00 - 01:00,3.997,0.000,3.997,-2.70,2.42,
su 06.03.2016 01:00 - 02:00,4.027,0.000,4.027,-2.40,2.48,
su 06.03.2016 02:00 - 03:00,5.136,0.000,5.136,-2.80,2.41,
su 06.03.2016 03:00 - 04:00,3.421,0.000,3.421,-2.80,2.37,
su 06.03.2016 04:00 - 05:00,1.071,0.000,1.071,-2.50,2.32,
su 06.03.2016 05:00 - 06:00,1.097,0.000,1.097,-2.70,2.30,
su 06.03.2016 06:00 - 07:00,1.316,0.000,1.316,-4.20,2.33,
su 06.03.2016 07:00 - 08:00,1.552,1.552,0.000,-6.90,2.31,
su 06.03.2016 08:00 - 09:00,2.239,2.239,0.000,-6.40,2.33,
su 06.03.2016 09:00 - 10:00,2.665,2.665,0.000,-4.20,2.39,
su 06.03.2016 10:00 - 11:00,2.931,2.931,0.000,-3.50,2.48,
su 06.03.2016 11:00 - 12:00,1.138,1.138,0.000,-2.70,2.51,
su 06.03.2016 12:00 - 13:00,0.987,0.987,0.000,-1.30,2.54,
su 06.03.2016 13:00 - 14:00,2.216,2.216,0.000,-0.50,2.48,
su 06.03.2016 14:00 - 15:00,1.256,1.256,0.000,0.30,2.37,
su 06.03.2016 15:00 - 16:00,1.904,1.904,0.000,0.80,2.34,
su 06.03.2016 16:00 - 17:00,2.488,2.488,0.000,1.00,2.33,
su 06.03.2016 17:00 - 18:00,1.308,1.308,0.000,0.90,2.38,
su 06.03.2016 18:00 - 19:00,1.647,1.647,0.000,0.70,2.55,
su 06.03.2016 19:00 - 20:00,1.837,1.837,0.000,0.40,2.77,
su 06.03.2016 20:00 - 21:00,2.145,2.145,0.000,0.30,2.71,
su 06.03.2016 21:00 - 22:00,2.075,2.075,0.000,0.50,2.62,
su 06.03.2016 22:00 - 23:00,3.130,0.000,3.130,0.40,2.60,
su 06.03.2016 23:00 - 00:00,4.020,0.000,4.020,0.20,2.52,
ma 07.03.2016 00:00 - 01:00,4.156,0.000,4.156,-0.20,2.43,
ma 07.03.2016 01:00 - 02:00,4.149,0.000,4.149,-0.10,2.47,
ma 07.03.2016 02:00 - 03:00,4.904,0.000,4.904,-0.30,2.45,
ma 07.03.2016 03:00 - 04:00,2.452,0.000,2.452,-0.60,2.43,
ma 07.03.2016 04:00 - 05:00,1.583,0.000,1.583,-0.70,2.42,
ma 07.03.2016 05:00 - 06:00,1.245,0.000,1.245,-0.90,2.45,
ma 07.03.2016 06:00 - 07:00,2.027,0.000,2.027,-0.90,2.61,
ma 07.03.2016 07:00 - 08:00,1.336,1.336,0.000,-1.10,2.66,
ma 07.03.2016 08:00 - 09:00,2.886,2.886,0.000,-1.10,3.00,
ma 07.03.2016 09:00 - 10:00,3.087,3.087,0.000,-1.20,3.19,
ma 07.03.2016 10:00 - 11:00,1.945,1.945,0.000,-1.00,3.55,
ma 07.03.2016 11:00 - 12:00,1.786,1.786,0.000,-0.60,3.42,
ma 07.03.2016 12:00 - 13:00,1.555,1.555,0.000,-0.20,3.18,
ma 07.03.2016 13:00 - 14:00,1.647,1.647,0.000,0.00,3.12,
ma 07.03.2016 14:00 - 15:00,2.515,2.515,0.000,0.00,3.09,
ma 07.03.2016 15:00 - 16:00,3.219,3.219,0.000,0.30,3.00,
ma 07.03.2016 16:00 - 17:00,3.673,3.673,0.000,0.40,2.84,
ma 07.03.2016 17:00 - 18:00,1.839,1.839,0.000,0.50,2.89,
ma 07.03.2016 18:00 - 19:00,1.098,1.098,0.000,0.70,3.33,
ma 07.03.2016 19:00 - 20:00,1.232,1.232,0.000,0.70,3.72,
ma 07.03.2016 20:00 - 21:00,2.250,2.250,0.000,0.80,3.26,
ma 07.03.2016 21:00 - 22:00,1.903,1.903,0.000,0.10,2.89,
ma 07.03.2016 22:00 - 23:00,3.111,0.000,3.111,0.00,2.70,
ma 07.03.2016 23:00 - 00:00,4.181,0.000,4.181,0.00,2.63,
ti 08.03.2016 00:00 - 01:00,4.127,0.000,4.127,0.10,2.58,
ti 08.03.2016 01:00 - 02:00,4.119,0.000,4.119,0.10,2.61,
ti 08.03.2016 02:00 - 03:00,2.835,0.000,2.835,0.30,2.56,
ti 08.03.2016 03:00 - 04:00,1.935,0.000,1.935,0.40,2.55,
ti 08.03.2016 04:00 - 05:00,1.249,0.000,1.249,0.60,2.56,
ti 08.03.2016 05:00 - 06:00,1.080,0.000,1.080,0.90,2.60,
ti 08.03.2016 06:00 - 07:00,0.957,0.000,0.957,0.90,2.67,
ti 08.03.2016 07:00 - 08:00,1.424,1.424,0.000,1.10,2.93,
ti 08.03.2016 08:00 - 09:00,2.662,2.662,0.000,1.00,4.01,
ti 08.03.2016 09:00 - 10:00,3.218,3.218,0.000,1.00,4.68,
ti 08.03.2016 10:00 - 11:00,1.644,1.644,0.000,1.00,4.23,
ti 08.03.2016 11:00 - 12:00,1.317,1.317,0.000,1.60,3.55,
ti 08.03.2016 12:00 - 13:00,1.231,1.231,0.000,1.90,3.15,
ti 08.03.2016 13:00 - 14:00,1.151,1.151,0.000,2.10,3.10,
ti 08.03.2016 14:00 - 15:00,1.452,1.452,0.000,2.40,3.06,
ti 08.03.2016 15:00 - 16:00,1.956,1.956,0.000,2.40,3.00,
ti 08.03.2016 16:00 - 17:00,1.550,1.550,0.000,2.40,2.96,
ti 08.03.2016 17:00 - 18:00,1.879,1.879,0.000,2.70,2.93,
ti 08.03.2016 18:00 - 19:00,1.873,1.873,0.000,2.40,3.69,
ti 08.03.2016 19:00 - 20:00,1.285,1.285,0.000,1.90,4.34,
ti 08.03.2016 20:00 - 21:00,1.523,1.523,0.000,1.40,4.03,
ti 08.03.2016 21:00 - 22:00,2.000,2.000,0.000,1.40,2.96,
ti 08.03.2016 22:00 - 23:00,2.124,0.000,2.124,1.50,2.85,
ti 08.03.2016 23:00 - 00:00,4.170,0.000,4.170,1.30,2.65,
ke 09.03.2016 00:00 - 01:00,4.042,0.000,4.042,1.30,2.57,
ke 09.03.2016 01:00 - 02:00,3.207,0.000,3.207,1.30,2.61,
ke 09.03.2016 02:00 - 03:00,0.802,0.000,0.802,0.90,2.55,
ke 09.03.2016 03:00 - 04:00,0.905,0.000,0.905,0.40,2.51,
ke 09.03.2016 04:00 - 05:00,0.857,0.000,0.857,0.10,2.49,
ke 09.03.2016 05:00 - 06:00,1.255,0.000,1.255,-0.40,2.55,
ke 09.03.2016 06:00 - 07:00,1.777,0.000,1.777,-0.90,3.92,
ke 09.03.2016 07:00 - 08:00,1.587,1.587,0.000,-1.20,3.93,
ke 09.03.2016 08:00 - 09:00,2.456,2.456,0.000,-0.80,5.05,
ke 09.03.2016 09:00 - 10:00,2.527,2.527,0.000,-0.60,5.39,
ke 09.03.2016 10:00 - 11:00,0.922,0.922,0.000,-0.10,5.57,
ke 09.03.2016 11:00 - 12:00,0.933,0.933,0.000,-0.40,5.57,
ke 09.03.2016 12:00 - 13:00,1.519,1.519,0.000,0.40,5.57,
ke 09.03.2016 13:00 - 14:00,2.041,2.041,0.000,0.50,5.57,
ke 09.03.2016 14:00 - 15:00,1.923,1.923,0.000,0.30,5.57,
ke 09.03.2016 15:00 - 16:00,1.536,1.536,0.000,-0.30,4.21,
ke 09.03.2016 16:00 - 17:00,2.583,2.583,0.000,-0.30,4.96,
ke 09.03.2016 17:00 - 18:00,1.112,1.112,0.000,-0.30,4.68,
ke 09.03.2016 18:00 - 19:00,0.993,0.993,0.000,-0.40,5.04,
ke 09.03.2016 19:00 - 20:00,1.439,1.439,0.000,-0.30,5.57,
ke 09.03.2016 20:00 - 21:00,1.436,1.436,0.000,-0.40,3.98,
ke 09.03.2016 21:00 - 22:00,0.832,0.832,0.000,-0.60,2.98,
ke 09.03.2016 22:00 - 23:00,2.149,0.000,2.149,-0.50,2.96,
ke 09.03.2016 23:00 - 00:00,3.668,0.000,3.668,-0.60,2.68,
to 10.03.2016 00:00 - 01:00,3.462,0.000,3.462,-0.40,2.61,
to 10.03.2016 01:00 - 02:00,1.717,0.000,1.717,-0.90,2.57,
to 10.03.2016 02:00 - 03:00,0.401,0.000,0.401,-0.80,2.50,
to 10.03.2016 03:00 - 04:00,1.323,0.000,1.323,-0.30,2.48,
to 10.03.2016 04:00 - 05:00,1.232,0.000,1.232,-0.20,2.50,
to 10.03.2016 05:00 - 06:00,0.930,0.000,0.930,-0.30,2.60,
to 10.03.2016 06:00 - 07:00,0.900,0.000,0.900,-0.40,3.68,
to 10.03.2016 07:00 - 08:00,0.583,0.583,0.000,-0.20,3.92,
to 10.03.2016 08:00 - 09:00,0.898,0.898,0.000,0.10,4.99,
to 10.03.2016 09:00 - 10:00,1.578,1.578,0.000,0.40,5.16,
to 10.03.2016 10:00 - 11:00,1.568,1.568,0.000,0.80,5.39,
to 10.03.2016 11:00 - 12:00,1.218,1.218,0.000,1.00,5.33,
to 10.03.2016 12:00 - 13:00,1.397,1.397,0.000,1.30,5.25,
to 10.03.2016 13:00 - 14:00,1.131,1.131,0.000,1.50,5.44,
to 10.03.2016 14:00 - 15:00,1.585,1.585,0.000,1.70,5.43,
to 10.03.2016 15:00 - 16:00,2.700,2.700,0.000,1.70,4.65,
to 10.03.2016 16:00 - 17:00,3.844,3.844,0.000,1.50,4.64,
to 10.03.2016 17:00 - 18:00,1.898,1.898,0.000,1.30,4.59,
to 10.03.2016 18:00 - 19:00,1.368,1.368,0.000,0.60,4.70,
to 10.03.2016 19:00 - 20:00,1.222,1.222,0.000,-1.30,5.35,
to 10.03.2016 20:00 - 21:00,1.103,1.103,0.000,-0.80,3.92,
to 10.03.2016 21:00 - 22:00,0.928,0.928,0.000,-2.40,3.00,
to 10.03.2016 22:00 - 23:00,3.903,0.000,3.903,-3.70,2.90,
to 10.03.2016 23:00 - 00:00,4.962,0.000,4.962,-2.60,2.75,
pe 11.03.2016 00:00 - 01:00,4.682,0.000,4.682,-3.10,2.63,
pe 11.03.2016 01:00 - 02:00,4.100,0.000,4.100,-3.60,2.67,
pe 11.03.2016 02:00 - 03:00,1.631,0.000,1.631,-3.70,2.59,
pe 11.03.2016 03:00 - 04:00,1.190,0.000,1.190,-4.30,2.61,
pe 11.03.2016 04:00 - 05:00,1.086,0.000,1.086,-2.80,2.61,
pe 11.03.2016 05:00 - 06:00,1.370,0.000,1.370,-2.50,2.70,
pe 11.03.2016 06:00 - 07:00,2.132,0.000,2.132,-2.40,3.59,
pe 11.03.2016 07:00 - 08:00,2.078,2.078,0.000,-2.50,3.85,
pe 11.03.2016 08:00 - 09:00,1.351,1.351,0.000,-2.20,4.43,
pe 11.03.2016 09:00 - 10:00,1.224,1.224,0.000,-1.90,4.75,
pe 11.03.2016 10:00 - 11:00,1.857,1.857,0.000,-1.70,5.30,
pe 11.03.2016 11:00 - 12:00,2.293,2.293,0.000,-1.10,5.13,
pe 11.03.2016 12:00 - 13:00,3.220,3.220,0.000,-0.50,5.30,
pe 11.03.2016 13:00 - 14:00,2.835,2.835,0.000,-0.70,5.00,
pe 11.03.2016 14:00 - 15:00,1.378,1.378,0.000,0.00,5.00,
pe 11.03.2016 15:00 - 16:00,1.873,1.873,0.000,0.60,3.95,
pe 11.03.2016 16:00 - 17:00,1.303,1.303,0.000,0.50,4.53,
pe 11.03.2016 17:00 - 18:00,2.093,2.093,0.000,0.20,4.46,
pe 11.03.2016 18:00 - 19:00,2.509,2.509,0.000,0.10,4.95,
pe 11.03.2016 19:00 - 20:00,1.444,1.444,0.000,0.10,5.49,
pe 11.03.2016 20:00 - 21:00,1.229,1.229,0.000,-0.20,4.02,
pe 11.03.2016 21:00 - 22:00,1.351,1.351,0.000,-0.50,3.02,
pe 11.03.2016 22:00 - 23:00,1.482,0.000,1.482,-0.60,3.03,
pe 11.03.2016 23:00 - 00:00,3.963,0.000,3.963,-1.00,2.88,
la 12.03.2016 00:00 - 01:00,3.678,0.000,3.678,-1.20,2.74,
la 12.03.2016 01:00 - 02:00,5.094,0.000,5.094,-1.50,2.79,
la 12.03.2016 02:00 - 03:00,2.785,0.000,2.785,-1.60,2.77,
la 12.03.2016 03:00 - 04:00,0.796,0.000,0.796,-2.00,2.76,
la 12.03.2016 04:00 - 05:00,0.471,0.000,0.471,-2.20,2.76,
la 12.03.2016 05:00 - 06:00,0.864,0.000,0.864,-2.20,2.78,
la 12.03.2016 06:00 - 07:00,1.056,0.000,1.056,-2.20,2.81,
la 12.03.2016 07:00 - 08:00,1.882,1.882,0.000,-2.20,2.82,
la 12.03.2016 08:00 - 09:00,1.835,1.835,0.000,-2.20,2.83,
la 12.03.2016 09:00 - 10:00,2.288,2.288,0.000,-2.20,2.91,
la 12.03.2016 10:00 - 11:00,3.437,3.437,0.000,-2.10,3.07,
la 12.03.2016 11:00 - 12:00,1.800,1.800,0.000,-1.80,3.07,
la 12.03.2016 12:00 - 13:00,1.284,1.284,0.000,-1.70,3.01,
la 12.03.2016 13:00 - 14:00,1.735,1.735,0.000,-1.70,2.86,
la 12.03.2016 14:00 - 15:00,1.757,1.757,0.000,-1.30,2.79,
la 12.03.2016 15:00 - 16:00,1.815,1.815,0.000,-1.20,2.76,
la 12.03.2016 16:00 - 17:00,2.114,2.114,0.000,-1.10,2.76,
la 12.03.2016 17:00 - 18:00,1.334,1.334,0.000,-1.50,2.78,
la 12.03.2016 18:00 - 19:00,1.605,1.605,0.000,-1.70,2.97,
la 12.03.2016 19:00 - 20:00,1.478,1.478,0.000,-1.80,3.22,
la 12.03.2016 20:00 - 21:00,1.349,1.349,0.000,-1.70,3.02,
la 12.03.2016 21:00 - 22:00,1.887,1.887,0.000,-1.70,2.82,
la 12.03.2016 22:00 - 23:00,2.443,0.000,2.443,-1.60,2.81,
la 12.03.2016 23:00 - 00:00,4.736,0.000,4.736,-1.70,2.80,
su 13.03.2016 00:00 - 01:00,4.360,0.000,4.360,-2.00,2.78,
su 13.03.2016 01:00 - 02:00,4.349,0.000,4.349,-2.00,2.79,
su 13.03.2016 02:00 - 03:00,1.251,0.000,1.251,-2.10,2.74,
su 13.03.2016 03:00 - 04:00,1.585,0.000,1.585,-2.00,2.69,
su 13.03.2016 04:00 - 05:00,2.217,0.000,2.217,-2.00,2.61,
su 13.03.2016 05:00 - 06:00,1.504,0.000,1.504,-2.10,2.62,
su 13.03.2016 06:00 - 07:00,1.320,0.000,1.320,-2.20,2.66,
su 13.03.2016 07:00 - 08:00,1.428,1.428,0.000,-2.30,2.64,
su 13.03.2016 08:00 - 09:00,1.663,1.663,0.000,-2.30,2.68,
su 13.03.2016 09:00 - 10:00,2.939,2.939,0.000,-2.10,2.71,
su 13.03.2016 10:00 - 11:00,2.585,2.585,0.000,-2.10,2.74,
su 13.03.2016 11:00 - 12:00,3.363,3.363,0.000,-2.00,2.75,
su 13.03.2016 12:00 - 13:00,3.712,3.712,0.000,-1.80,2.74,
su 13.03.2016 13:00 - 14:00,2.062,2.062,0.000,-1.60,2.68,
su 13.03.2016 14:00 - 15:00,0.660,0.660,0.000,-1.50,2.59,
su 13.03.2016 15:00 - 16:00,1.813,1.813,0.000,-1.50,2.57,
su 13.03.2016 16:00 - 17:00,1.876,1.876,0.000,-1.50,2.57,
su 13.03.2016 17:00 - 18:00,1.136,1.136,0.000,-1.40,2.63,
su 13.03.2016 18:00 - 19:00,2.819,2.819,0.000,-1.40,2.73,
su 13.03.2016 19:00 - 20:00,2.272,2.272,0.000,-1.50,2.90,
su 13.03.2016 20:00 - 21:00,4.575,4.575,0.000,-1.40,2.96,
su 13.03.2016 21:00 - 22:00,2.985,2.985,0.000,-1.30,2.83,
su 13.03.2016 22:00 - 23:00,2.970,0.000,2.970,-0.80,2.78,
su 13.03.2016 23:00 - 00:00,3.962,0.000,3.962,-0.90,2.77,
ma 14.03.2016 00:00 - 01:00,3.564,0.000,3.564,-0.70,2.74,
ma 14.03.2016 01:00 - 02:00,5.240,0.000,5.240,-0.50,2.63,
ma 14.03.2016 02:00 - 03:00,5.302,0.000,5.302,-1.20,2.55,
ma 14.03.2016 03:00 - 04:00,4.683,0.000,4.683,-0.90,2.51,
ma 14.03.2016 04:00 - 05:00,1.537,0.000,1.537,-1.90,2.51,
ma 14.03.2016 05:00 - 06:00,1.722,0.000,1.722,-2.70,2.58,
ma 14.03.2016 06:00 - 07:00,3.344,0.000,3.344,-8.80,3.22,
ma 14.03.2016 07:00 - 08:00,3.387,3.387,0.000,-9.80,3.92,
ma 14.03.2016 08:00 - 09:00,2.348,2.348,0.000,-8.60,4.91,
ma 14.03.2016 09:00 - 10:00,1.021,1.021,0.000,-8.30,5.48,
ma 14.03.2016 10:00 - 11:00,0.667,0.667,0.000,-7.20,5.56,
ma 14.03.2016 11:00 - 12:00,1.273,1.273,0.000,-6.20,5.55,
ma 14.03.2016 12:00 - 13:00,1.602,1.602,0.000,-5.20,5.50,
ma 14.03.2016 13:00 - 14:00,1.826,1.826,0.000,-4.80,5.56,
ma 14.03.2016 14:00 - 15:00,1.075,1.075,0.000,-3.10,4.92,
ma 14.03.2016 15:00 - 16:00,1.062,1.062,0.000,-2.50,3.66,
ma 14.03.2016 16:00 - 17:00,1.931,1.931,0.000,-2.40,3.97,
ma 14.03.2016 17:00 - 18:00,2.333,2.333,0.000,-2.40,3.92,
ma 14.03.2016 18:00 - 19:00,1.972,1.972,0.000,-2.90,5.06,
ma 14.03.2016 19:00 - 20:00,1.678,1.678,0.000,-2.40,5.56,
ma 14.03.2016 20:00 - 21:00,1.484,1.484,0.000,-3.00,3.65,
ma 14.03.2016 21:00 - 22:00,1.702,1.702,0.000,-2.40,3.25,
ma 14.03.2016 22:00 - 23:00,1.450,0.000,1.450,-2.30,3.37,
ma 14.03.2016 23:00 - 00:00,5.291,0.000,5.291,-2.30,3.18,
ti 15.03.2016 00:00 - 01:00,5.140,0.000,5.140,-2.00,2.62,
ti 15.03.2016 01:00 - 02:00,5.414,0.000,5.414,-1.70,2.55,
ti 15.03.2016 02:00 - 03:00,1.129,0.000,1.129,-1.20,2.51,
ti 15.03.2016 03:00 - 04:00,1.650,0.000,1.650,-1.00,2.52,
ti 15.03.2016 04:00 - 05:00,1.354,0.000,1.354,-0.90,2.51,
ti 15.03.2016 05:00 - 06:00,3.509,0.000,3.509,-0.30,2.59,
ti 15.03.2016 06:00 - 07:00,4.098,0.000,4.098,-0.10,3.24,
ti 15.03.2016 07:00 - 08:00,2.233,2.233,0.000,-0.70,3.64,
ti 15.03.2016 08:00 - 09:00,1.138,1.138,0.000,-1.20,4.34,
ti 15.03.2016 09:00 - 10:00,0.870,0.870,0.000,1.10,4.40,
ti 15.03.2016 10:00 - 11:00,0.974,0.974,0.000,1.40,4.37,
ti 15.03.2016 11:00 - 12:00,1.839,1.839,0.000,2.00,4.37,
ti 15.03.2016 12:00 - 13:00,1.819,1.819,0.000,2.80,4.66,
ti 15.03.2016 13:00 - 14:00,0.921,0.921,0.000,3.50,4.69,
ti 15.03.2016 14:00 - 15:00,0.885,0.885,0.000,2.50,4.64,
ti 15.03.2016 15:00 - 16:00,0.903,0.903,0.000,3.30,3.78,
ti 15.03.2016 16:00 - 17:00,0.872,0.872,0.000,3.60,4.31,
ti 15.03.2016 17:00 - 18:00,2.260,2.260,0.000,3.00,3.86,
ti 15.03.2016 18:00 - 19:00,1.917,1.917,0.000,3.00,4.35,
ti 15.03.2016 19:00 - 20:00,0.627,0.627,0.000,3.10,5.24,
ti 15.03.2016 20:00 - 21:00,1.893,1.893,0.000,4.90,3.09,
ti 15.03.2016 21:00 - 22:00,1.999,1.999,0.000,3.70,2.82,
ti 15.03.2016 22:00 - 23:00,2.606,0.000,2.606,3.30,2.76,
ti 15.03.2016 23:00 - 00:00,4.916,0.000,4.916,2.90,2.72,
ke 16.03.2016 00:00 - 01:00,2.955,0.000,2.955,3.80,2.60,
ke 16.03.2016 01:00 - 02:00,0.843,0.000,0.843,3.40,2.57,
ke 16.03.2016 02:00 - 03:00,1.087,0.000,1.087,3.30,2.53,
ke 16.03.2016 03:00 - 04:00,0.902,0.000,0.902,3.30,2.51,
ke 16.03.2016 04:00 - 05:00,1.454,0.000,1.454,2.70,2.49,
ke 16.03.2016 05:00 - 06:00,1.790,0.000,1.790,2.20,2.54,
ke 16.03.2016 06:00 - 07:00,2.852,0.000,2.852,2.00,2.68,
ke 16.03.2016 07:00 - 08:00,1.234,1.234,0.000,1.50,2.90,
ke 16.03.2016 08:00 - 09:00,0.904,0.904,0.000,1.40,4.16,
ke 16.03.2016 09:00 - 10:00,0.792,0.792,0.000,1.20,5.05,
ke 16.03.2016 10:00 - 11:00,1.161,1.161,0.000,1.20,3.76,
ke 16.03.2016 11:00 - 12:00,1.722,1.722,0.000,1.70,3.82,
ke 16.03.2016 12:00 - 13:00,1.670,1.670,0.000,1.50,4.10,
ke 16.03.2016 13:00 - 14:00,0.717,0.717,0.000,1.20,4.07,
ke 16.03.2016 14:00 - 15:00,0.695,0.695,0.000,1.40,3.54,
ke 16.03.2016 15:00 - 16:00,0.786,0.786,0.000,1.00,2.98,
ke 16.03.2016 16:00 - 17:00,1.252,1.252,0.000,1.30,3.11,
ke 16.03.2016 17:00 - 18:00,2.007,2.007,0.000,3.10,3.34,
ke 16.03.2016 18:00 - 19:00,1.880,1.880,0.000,2.00,3.81,
ke 16.03.2016 19:00 - 20:00,2.187,2.187,0.000,3.00,5.31,
ke 16.03.2016 20:00 - 21:00,1.133,1.133,0.000,3.00,3.07,
ke 16.03.2016 21:00 - 22:00,0.943,0.943,0.000,3.50,2.76,
